"Id","Category","DisplayName","Description","Severity","ResultRawString"
"CONFIG_COM_GHOST_DLL","TA0004 - Privilege Escalation","COM server ghost DLLs","Check whether there are COM servers registered with a non-existent module using a relative path. This may not necessarily result in a privilege escalation. You would also need to have rights to create files in a PATH folder. Further analysis is required.","None",""
"SERVICE_VULN_DRIVER","TA0004 - Privilege Escalation","Vulnerable Kernel drivers","Check whether known vulnerable kernel drivers are installed. It does so by computing the file hash of each driver and comparing the value against the list provided by loldrivers.io.","None",""
"CONFIG_MSI_REPAIR_UAC_PROMPT","TA0004 - Privilege Escalation","Application repair UAC prompt","Check whether the UAC prompt displayed when attempting an application repair through the Windows Installer was disabled.","None","

Key         : HKLM\SOFTWARE\Policies\Microsoft\Windows\Installer
Value       : DisableLUAInRepair
Data        : (null)
Description : The User Account Control (UAC) prompts for credentials before initiating an application repair.



"
"SERVICE_THIRD_PARTY","TA0004 - Privilege Escalation","Kernel drivers (non-default)","Get information about third-party kernel drivers. It does so by parsing the driver's metadata and checking whether the publisher is Microsoft.","None","

Name        : 3ware
ImagePath   : System32\drivers\3ware.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : LSI 3ware RAID Controller
Company     : LSI
Description : LSI 3ware SCSI Storport Driver
Version     : 5.01.00.051
Copyright   : Copyright (c) 2011 LSI

Name        : ADP80XX
ImagePath   : System32\drivers\ADP80XX.SYS
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : PMC-Sierra HBA Controller
Company     : PMC-Sierra
Description : PMC-Sierra Storport  Driver For SPC8x6G SAS/SATA controller
Version     : 1.3.0.10769 (NT.150223-1854)
Copyright   : Copyright (C) PMC-Sierra 2001-2014

Name        : amdsata
ImagePath   : System32\drivers\amdsata.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : AHCI 1.3 Device Driver
Company     : Advanced Micro Devices
Description : AHCI 1.3 Device Driver
Version     : 1.1.3.277 (NT.150223-1854)
Copyright   : Copyright © 2008-2015 AMD, Inc.

Name        : amdsbs
ImagePath   : System32\drivers\amdsbs.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : AMD Technology AHCI Compatible Controller
Company     : AMD Technologies Inc.
Description : AMD Technology AHCI Compatible Controller Driver for Windows - AMD64 platform
Version     : 3.7.1540.43 (PART3.121207-1123)
Copyright   : 2012 Advanced Micro Devices, Inc. All rights reserved.

Name        : amdxata
ImagePath   : System32\drivers\amdxata.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Storage Filter Driver
Company     : Advanced Micro Devices
Description : Storage Filter Driver
Version     : 1.1.3.277 (NT.150223-1854)
Copyright   : Copyright © 2008-2015 AMD, Inc.

Name        : arcsas
ImagePath   : System32\drivers\arcsas.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Adaptec RAID Controller
Company     : PMC-Sierra, Inc.
Description : Adaptec SAS RAID WS03 Driver
Version     : 7.5.0.32048 (NT.150223-1854)
Copyright   : Copyright 2014 PMC-Sierra, Inc. All rights reserved.

Name        : b06bdrv
ImagePath   : System32\drivers\bxvbda.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic Gigabit Ethernet
Company     : QLogic Corporation
Description : QLogic Gigabit Ethernet VBD
Version     : 7.12.31.105
Copyright   : (c) COPYRIGHT 2014-2016 QLogic Corporation

Name        : bfadfcoei
ImagePath   : System32\drivers\bfadfcoei.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic BR-series FC/FCoE HBA Stor Miniport Driver
Company     : QLogic Corporation
Description : QLogic BR-series FC/FCoE HBA Stor Miniport Driver
Version     : 3.2.26.1
Copyright   : © QLogic Corporation 2015

Name        : bfadi
ImagePath   : System32\drivers\bfadi.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic BR-series FC/FCoE HBA Stor Miniport Driver
Company     : QLogic Corporation
Description : QLogic BR-series FC/FCoE HBA Stor Miniport Driver
Version     : 3.2.26.1
Copyright   : © QLogic Corporation 2015

Name        : bxfcoe
ImagePath   : System32\drivers\bxfcoe.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic FCoE Offload driver
Company     : Marvell Semiconductor Inc.
Description : FCoE Offload x64 FREE
Version     : 7.14.22.101
Copyright   : Copyright (c) Marvell Semiconductor Inc.2020

Name        : bxois
ImagePath   : System32\drivers\bxois.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic iSCSI offload driver
Company     : Marvell Semiconductor Inc.
Description : iSCSI offload x64 FREE (inbox)
Version     : 7.14.16.101
Copyright   : Copyright (c) 2020 Marvell Semiconductor Inc.

Name        : cht4iscsi
ImagePath   : System32\drivers\cht4sx64.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Chelsio Communications iSCSI Controller
Company     : Chelsio Communications
Description : Chelsio iSCSI VMiniport Driver
Version     : 6.11.4.100
Copyright   : Copyright © 2016 Chelsio Communications. All rights reserved.

Name        : cht4vbd
ImagePath   : \SystemRoot\System32\drivers\cht4vx64.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : Chelsio Communications Unified Network I/O Controller
Company     : Chelsio Communications
Description : Virtual Bus Driver for Chelsio ® T5/T6 Chipset
Version     : 6.11.4.100
Copyright   : Copyright © 2016 Chelsio Communications. All rights reserved.

Name        : E1G60
ImagePath   : \SystemRoot\System32\drivers\E1G6032E.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Running
ProductName : Intel(R) PRO/1000 Adapter
Company     : Intel Corporation
Description : Intel(R) PRO/1000 Adapter NDIS 6 deserialized driver
Version     : 8.4.13.0 built by: WinDDK
Copyright   : 1998-2007, Intel Corporation All Rights Reserved.

Name        : ebdrv
ImagePath   : System32\drivers\evbda.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic 10 GigE
Company     : Marvell Semiconductor Inc.
Description : QLogic 10 GigE VBD
Version     : 7.13.171.102
Copyright   : (C)COPYRIGHT 2010-2020 Marvell(R). All rights reserved.

Name        : ebdrv0
ImagePath   : System32\drivers\evbd0a.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic 10 GigE
Company     : QLogic Corporation
Description : QLogic 10 GigE VBD
Version     : 7.13.65.105
Copyright   : (c) COPYRIGHT 2014-2016 QLogic Corporation

Name        : elxfcoe
ImagePath   : System32\drivers\elxfcoe.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Emulex WS2K12 Storport Miniport Driver x64
Company     : Emulex
Description : Emulex Storport Miniport Driver
Version     : 11.0.247.8000 01/26/2016 WS2K12 64 bit x64
Copyright   : Copyright © 2003-2016 Emulex

Name        : elxstor
ImagePath   : System32\drivers\elxstor.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Emulex WS2K12 Storport Miniport Driver x64
Company     : Broadcom
Description : Emulex Storport Miniport Driver
Version     : 12.6.165.8000 12/07/2019 WS2K12 64 bit x64
Copyright   : Copyright 2003-2019 Broadcom. All rights Reserved. The term ""Broadcom"" refers to Broadcom Limited and/or 
              its subsidiaries.

Name        : HpSAMD
ImagePath   : System32\drivers\HpSAMD.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Smart Array SAS/SATA Controller Media Driver
Company     : Hewlett-Packard Company
Description : Smart Array SAS/SATA Controller Media Driver
Version     : 8.0.4.0 Build 1 Media Driver (x86-64) (PART_L3.130128-0938)
Copyright   : Copyright (c) 2004-2011 Hewlett-Packard Development Company, L.P. ALL RIGHTS RESERVED.

Name        : iaLPSSi_GPIO
ImagePath   : \SystemRoot\System32\drivers\iaLPSSi_GPIO.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : Intel(R) Serial IO Driver
Company     : Intel Corporation
Description : Intel(R) Serial IO GPIO Controller Driver
Version     : 1.1.250.0
Copyright   : Copyright © 2015, Intel Corporation.

Name        : iaLPSSi_I2C
ImagePath   : \SystemRoot\System32\drivers\iaLPSSi_I2C.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : Intel(R) Serial IO Driver
Company     : Intel Corporation
Description : Intel(R) Serial IO I2C Controller Driver
Version     : 1.1.253.0
Copyright   : Copyright © 2015, Intel Corporation.

Name        : iaStorAVC
ImagePath   : System32\drivers\iaStorAVC.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Intel(R) Rapid Storage Technology driver (inbox)
Company     : Intel Corporation
Description : Intel(R) Rapid Storage Technology driver (inbox) - x64
Version     : 15.44.0.1015
Copyright   : Copyright (C), Intel Corporation. All rights reserved.

Name        : iaStorV
ImagePath   : System32\drivers\iaStorV.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Intel Matrix Storage Manager driver
Company     : Intel Corporation
Description : Intel Matrix Storage Manager driver - x64
Version     : 8.6.2.1019
Copyright   : Copyright(C) Intel Corporation 1994-2008

Name        : ibbus
ImagePath   : \SystemRoot\System32\drivers\ibbus.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : OpenFabrics Windows
Company     : Mellanox
Description : InfiniBand Fabric Bus Driver
Version     : 5.50.14695
Copyright   : Copyright© 2009 Mellanox Technologies Ltd

Name        : ItSas35i
ImagePath   : System32\drivers\ItSas35i.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Windows (R) Win 7 DDK driver
Company     : Avago Technologies
Description : Avago SAS Gen3.5 Driver (StorPort)
Version     : 2.61.19.80
Copyright   : Copyright © Avago Technologies 2015

Name        : LSI_SAS
ImagePath   : System32\drivers\lsi_sas.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : LSI Fusion-MPT SAS Driver (StorPort)
Company     : LSI Corporation
Description : LSI Fusion-MPT SAS Driver (StorPort)
Version     : 1.34.03.83 (NT.150223-1854)
Copyright   : Copyright © LSI Corporation 2010

Name        : LSI_SAS2i
ImagePath   : System32\drivers\lsi_sas2i.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Windows (R) Win 7 DDK driver
Company     : LSI Corporation
Description : LSI SAS Gen2 Driver (StorPort)
Version     : 2.00.79.82
Copyright   : Copyright © LSI Corporation 2012

Name        : LSI_SAS3i
ImagePath   : System32\drivers\lsi_sas3i.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Windows (R) Win 7 DDK driver
Company     : Avago Technologies
Description : Avago SAS Gen3 Driver (StorPort)
Version     : 2.51.27.80
Copyright   : Copyright © Avago Technologies 2015

Name        : megasas2i
ImagePath   : System32\drivers\MegaSas2i.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : MEGASAS2i RAID Controller Driver for Windows
Company     : Avago Technologies
Description : MEGASAS2i RAID Controller Driver for Windows
Version     : 6.714.22.00
Copyright   : Copyright © Avago Technologies2020

Name        : megasas35i
ImagePath   : System32\drivers\megasas35i.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : MEGASAS RAID Controller Driver for Windows
Company     : Broadcom Inc
Description : MEGASAS RAID Controller Driver for Windows
Version     : 7.716.02.00
Copyright   : Copyright © Broadcom Inc2020

Name        : megasr
ImagePath   : System32\drivers\megasr.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : MegaRAID Software RAID
Company     : LSI Corporation, Inc.
Description : LSI MegaRAID Software RAID Driver
Version     : 15.02.2013.0129
Copyright   : Copyright (C) 2007 LSI Corporation.

Name        : mlx4_bus
ImagePath   : \SystemRoot\System32\drivers\mlx4_bus.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : OpenFabrics Windows
Company     : Mellanox
Description : MLX4 Bus Driver
Version     : 5.50.14695
Copyright   : Copyright© 2009 Mellanox Technologies Ltd

Name        : mpi3drvi
ImagePath   : System32\drivers\mpi3drvi.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Windows (R) Win 7 DDK driver
Company     : Broadcom Limited
Description : Broadcom MPI 3.0 Driver (StorPort)
Version     : 3.00.71.90
Copyright   : Copyright © Broadcom Limited 2019

Name        : mvumis
ImagePath   : System32\drivers\mvumis.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Marvell Flash Controller
Company     : Marvell Semiconductor, Inc.
Description : Marvell Flash Controller Driver
Version     : 1.0.5.1016  (PART_L3.131021-1012)
Copyright   : Copyright (c) Marvell Semiconductor, Inc.

Name        : ndfltr
ImagePath   : \SystemRoot\System32\drivers\ndfltr.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : OpenFabrics Windows
Company     : Mellanox
Description : NetworkDirect Support Filter Driver
Version     : 5.50.14695
Copyright   : Copyright© 2009 Mellanox Technologies Ltd

Name        : NDKPerf
ImagePath   : system32\drivers\NDKPerf.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : Unknown
Company     : Unknown
Description : Unknown
Version     : Unknown
Copyright   : Unknown

Name        : nvraid
ImagePath   : System32\drivers\nvraid.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : NVIDIA nForce(TM) RAID Driver
Company     : NVIDIA Corporation
Description : NVIDIA® nForce(TM) RAID Driver
Version     : 10.6.0.23 (PART_L3.131021-1012)
Copyright   : Copyright(C) 2001-2011 NVIDIA Corporation

Name        : nvstor
ImagePath   : System32\drivers\nvstor.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : NVIDIA nForce(TM) SATA Driver
Company     : NVIDIA Corporation
Description : NVIDIA® nForce(TM) Sata Performance Driver
Version     : 10.6.0.23 (PART_L3.131021-1012)
Copyright   : Copyright(C) 2001-2011 NVIDIA Corporation

Name        : percsas2i
ImagePath   : System32\drivers\percsas2i.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : MEGASAS RAID Controller Driver for Windows
Company     : Avago Technologies
Description : MEGASAS RAID Controller Driver for Windows
Version     : 6.805.03.00 (rs1_onecore_stacksp_sfs4(paudina).160302-1205)
Copyright   : Copyright © Avago Technologies2013

Name        : percsas3i
ImagePath   : System32\drivers\percsas3i.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : MEGASAS RAID Controller Driver for Windows
Company     : Avago Technologies
Description : MEGASAS RAID Controller Driver for Windows
Version     : 6.604.06.00
Copyright   : Copyright © Avago Technologies2013

Name        : pvscsi
ImagePath   : System32\drivers\pvscsii.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : VMware PVSCSI StorPort driver (64-bit)
Company     : VMware, Inc.
Description : VMware PVSCSI StorPort driver (64-bit)
Version     : 1.3.15.0
Copyright   : Copyright © 1998-2019 VMware, Inc.

Name        : qebdrv
ImagePath   : System32\drivers\qevbda.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic FastLinQ Ethernet
Company     : Marvell Semiconductor Inc.
Description : QLogic FastLinQ Ethernet VBD
Version     : 8.45.1.103
Copyright   : (C)COPYRIGHT 2010-2020 Marvell(R). All rights reserved.

Name        : qefcoe
ImagePath   : System32\drivers\qefcoe.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic FCoE offload driver
Company     : Marvell Semiconductor Inc.
Description : FCoE offload x64 FREE
Version     : 8.42.1.101
Copyright   : Copyright (c) 2020 Marvell Semiconductor Inc.

Name        : qeois
ImagePath   : System32\drivers\qeois.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic iSCSI offload driver
Company     : Marvell Semiconductor Inc.
Description : iSCSI offload x64 FREE
Version     : 8.42.2.101
Copyright   : Copyright (c) 2020 Marvell Semiconductor Inc.

Name        : ql2300i
ImagePath   : System32\drivers\ql2300i.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic Fibre Channel Stor Miniport Driver
Company     : Marvell Semiconductor Inc.
Description : QLogic Fibre Channel Stor Miniport Driver
Version     : 9.4.2.103
Copyright   : Copyright © Marvell Semiconductor Inc. 1996-2020

Name        : ql40xx2i
ImagePath   : System32\drivers\ql40xx2i.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLA40XX iSCSI Host Bus Adapter
Company     : QLogic Corporation
Description : QLogic iSCSI Storport Miniport Inbox Driver
Version     : 2.1.5.0 (STOREx wx64)
Copyright   : © QLogic Corporation. All rights reserved.

Name        : qlfcoei
ImagePath   : System32\drivers\qlfcoei.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : QLogic FCoE Stor Miniport Inbox Driver
Company     : QLogic Corporation
Description : QLogic FCoE Stor Miniport Inbox Driver
Version     : 9.1.11.3
Copyright   : Copyright © QLogic Corporation 1996-2013

Name        : SiSRaid2
ImagePath   : System32\drivers\SiSRaid2.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Microsoft® Windows® Operating System
Company     : Silicon Integrated Systems Corp.
Description : SiS RAID Stor Miniport Driver
Version     : 2.60.01 (NT.070926-1510)
Copyright   : Copyright (c) SiS Corp. 2000-2010

Name        : SiSRaid4
ImagePath   : System32\drivers\sisraid4.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Microsoft® Windows® Operating System
Company     : Silicon Integrated Systems
Description : SiS AHCI Stor-Miniport Driver
Version     : 3.60.03 (NT.070926-1510)
Copyright   : Copyright (c) SiS Corp. 2007-2013

Name        : SmartSAMD
ImagePath   : System32\drivers\SmartSAMD.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : SmartRAID, SmartHBA PQI Storport Driver
Company     : Microsemi Corportation
Description : Storport Miniport Driver for SmartRAID/SmartHBA Controllers
Version     : 1.50.1.0
Copyright   : Copyright © 2015-2018 Microsemi Corporation. All rights reserved.

Name        : stexstor
ImagePath   : System32\drivers\stexstor.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : Promise® SuperTrak EX Series
Company     : Promise Technology, Inc.
Description : Promise SuperTrak EX Series Driver for Windows x64
Version     : 5.1.0000.10 (PART.121116-1330)
Copyright   : © Promise Technology, Inc. All rights reserved.

Name        : Usb4HostRouter
ImagePath   : \SystemRoot\System32\drivers\Usb4HostRouter.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : Unknown
Company     : Unknown
Description : Unknown
Version     : Unknown
Copyright   : Unknown

Name        : VBoxGuest
ImagePath   : system32\DRIVERS\VBoxGuest.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Running
ProductName : Oracle VM VirtualBox Guest Additions
Company     : Oracle and/or its affiliates
Description : VirtualBox Guest Driver
Version     : 7.0.8.156879
Copyright   : Copyright (C) 2009-2023 Oracle Corporation

Name        : VBoxMouse
ImagePath   : \SystemRoot\system32\DRIVERS\VBoxMouse.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Running
ProductName : Oracle VM VirtualBox Guest Additions
Company     : Oracle and/or its affiliates
Description : VirtualBox Mouse Filter
Version     : 7.0.8.156879
Copyright   : Copyright (C) 2009-2023 Oracle Corporation

Name        : VBoxSF
ImagePath   : \SystemRoot\System32\drivers\VBoxSF.sys
StartMode   : System
Type        : FileSystemDriver
Status      : Running
ProductName : Oracle VM VirtualBox Guest Additions
Company     : Oracle and/or its affiliates
Description : VirtualBox Shared Folders Minirdr
Version     : 7.0.8.156879
Copyright   : Copyright (C) 2009-2023 Oracle Corporation

Name        : VBoxWddm
ImagePath   : \SystemRoot\System32\drivers\VBoxWddm.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Running
ProductName : Oracle VM VirtualBox Guest Additions
Company     : Oracle and/or its affiliates
Description : VirtualBox WDDM Video Driver
Version     : 7.0.8.156879
Copyright   : Copyright (C) 2009-2023 Oracle Corporation

Name        : vsmraid
ImagePath   : System32\drivers\vsmraid.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : VIA RAID driver
Company     : VIA Technologies Inc.,Ltd
Description : VIA RAID DRIVER FOR AMD-X86-64
Version     : 7.0.9600,6352
Copyright   : Copyright (C) VIA Technologies 1992-2007

Name        : VSTXRAID
ImagePath   : System32\drivers\vstxraid.sys
StartMode   : Boot
Type        : KernelDriver
Status      : Stopped
ProductName : VIA StorX RAID Controller Driver
Company     : VIA Corporation
Description : VIA StorX RAID Controller Driver
Version     : 8.0.9200.8110
Copyright   : Copyright (C) 2008 VIA Corporation

Name        : WinMad
ImagePath   : \SystemRoot\System32\drivers\winmad.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : OpenFabrics Windows
Company     : Mellanox
Description : Kernel WinMad
Version     : 5.50.14695
Copyright   : Copyright© 2009 Mellanox Technologies Ltd

Name        : WinVerbs
ImagePath   : \SystemRoot\System32\drivers\winverbs.sys
StartMode   : Manual
Type        : KernelDriver
Status      : Stopped
ProductName : OpenFabrics Windows
Company     : Mellanox
Description : Kernel WinVerbs
Version     : 5.50.14695
Copyright   : Copyright© 2009 Mellanox Technologies Ltd



"
"SERVICE_INSTALLED","TA0004 - Privilege Escalation","Service list (non-default)","Get information about third-party services. It does so by parsing the target executable's metadata and checking whether the publisher is Microsoft.","None","

Name        : ssh-agent
DisplayName : OpenSSH Authentication Agent
ImagePath   : C:\Windows\System32\OpenSSH\ssh-agent.exe
User        : LocalSystem
StartMode   : Disabled

Name        : VBoxService
DisplayName : VirtualBox Guest Additions Service
ImagePath   : C:\Windows\System32\VBoxService.exe
User        : LocalSystem
StartMode   : Automatic



"
"CONFIG_PRINTNIGHTMARE","TA0004 - Privilege Escalation","Point and Print configuration","Check whether the Print Spooler service is enabled and if the Point and Print configuration allows non-administrator users to install printer drivers.","None","

Description : The Print Spooler service is disabled.



"
"UPDATE_HISTORY","TA0004 - Privilege Escalation","Last Windows Update date","Get information about the latest Windows update. Note that this check might be unreliable.","None","
Time                  TimeRaw          
----                  -------          
1601-01-01 - 00:00:00 1/01/1601 0:00:00


"
"MISC_MSI_CUSTOM_ACTIONS","TA0004 - Privilege Escalation","MSI unsafe Custom Actions","Get information about cached MSI files that execute potentially unsafe Custom Actions. Note that a manual analysis is required to determine if the returned MSI files are actually vulnerable.","None",""
"UPDATE_HOTFIX","TA0004 - Privilege Escalation","Latest updates installed","Check whether a Windows security update was installed within the last 31 days.","Medium","
HotFixID  Description     InstalledBy InstalledOn      
--------  -----------     ----------- -----------      
KB5011497 Security Update             3/03/2022 0:00:00
KB5010523 Update                      3/03/2022 0:00:00
KB5008882 Update                      3/03/2022 0:00:00


"
"MISC_USER_SESSION_LIST","TA0004 - Privilege Escalation","User sessions","Get information about the currently logged-on users. Note that it might be possible to capture or relay the NTLM/Kerberos authentication of these users (RemotePotato0, KrbRelay).","None","
SessionName UserName              Id        State
----------- --------              --        -----
Services                           0 Disconnected
Console     KENTEST\Administrator  1       Active


"
"MISC_STARTUP_EVENTS","TA0004 - Privilege Escalation","System startup history","Get information about the startup history. Note that this information might be useful if the exploitation of a service requires a reboot but the current user does not have the privileges to shut down the system.","None","
Index Time                 
----- ----                 
    1 2025-04-30 - 01:48:57
    2 2025-04-29 - 13:31:48
    3 2025-04-28 - 19:12:27
    4 2025-04-28 - 13:03:13
    5 2025-04-28 - 21:35:56
    6 2025-04-20 - 16:16:09
    7 2025-04-20 - 16:57:46


"
"NET_UDP_ENDPOINTS","TA0004 - Privilege Escalation","UDP endpoints","Get information about all the UDP ports that are in a LISTEN state. Note that the associated process is also listed. DNS is filtered out to minimize the output.","None","
IP   Proto LocalAddress    State  PID Name                                 
--   ----- ------------    -----  --- ----                                 
IPv4 UDP   0.0.0.0:123     N/A   1092 svchost                              
IPv4 UDP   0.0.0.0:389     N/A    708 lsass                                
IPv4 UDP   0.0.0.0:5353    N/A   1192 svchost                              
IPv4 UDP   0.0.0.0:5355    N/A   1192 svchost                              
IPv4 UDP   0.0.0.0:62054   N/A   1192 svchost                              
IPv4 UDP   0.0.0.0:64074   N/A   1192 svchost                              
IPv4 UDP   10.0.2.7:88     N/A    708 lsass                                
IPv4 UDP   10.0.2.7:137    N/A      4 System                               
IPv4 UDP   10.0.2.7:138    N/A      4 System                               
IPv4 UDP   10.0.2.7:464    N/A    708 lsass                                
IPv4 UDP   127.0.0.1:50230 N/A    708 lsass                                
IPv4 UDP   127.0.0.1:53488 N/A   2908 dfsrs                                
IPv4 UDP   127.0.0.1:53918 N/A   2948 Microsoft.ActiveDirectory.WebServices
IPv4 UDP   127.0.0.1:61735 N/A   1564 svchost                              
IPv4 UDP   127.0.0.1:62791 N/A   2888 ismserv                              
IPv6 UDP   [::]:123        N/A   1092 svchost                              
IPv6 UDP   [::]:62054      N/A   1192 svchost                              
IPv6 UDP   [::]:64074      N/A   1192 svchost                              


"
"CONFIG_DEFENDER_EXCLUSIONS","TA0005 - Defense Evasion","Windows Defender exclusions","Get information about the exclusions configured in Microsoft Defender.","None",""
"MISC_AMSI_PROVIDERS","TA0005 - Defense Evasion","AMSI providers","Get information about AMSI providers registered by antimalware software.","None","

Id       : 2781761E-28E0-4109-99FE-B9D127C57AFE
Path     : HKLM\SOFTWARE\Classes\CLSID\{2781761E-28E0-4109-99FE-B9D127C57AFE}
Value    : InprocServer32
FullPath : HKLM\SOFTWARE\Classes\CLSID\{2781761E-28E0-4109-99FE-B9D127C57AFE}\InprocServer32
Data     : ""%ProgramFiles%\Windows Defender\MpOav.dll""
DataType : FilePath



"
