"WINDOWSCLIENT","\Microsoft\Windows\AppID\EDP Policy Manager","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task performs steps necessary to configure Windows Information Protection.","Enabled","Disabled","","LOCAL SERVICE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\AppID\PolicyConverter","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%windir%\system32\appidpolicyconverter.exe ","N/A","Converts the software restriction policies policy from XML into binary format.","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%windir%\system32\appidcertstorecheck.exe ","N/A","Inspects the AppID certificate cache for invalid or revoked certificates.","Disabled","Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","LOCAL SERVICE","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\Application Experience\MareBackup","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","$(@%SystemRoot%\system32\invagent.dll,-701)","Multiple actions","Multiple actions","$(@%SystemRoot%\system32\invagent.dll,-702)","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser","5/1/2025 4:57:25 AM","Ready","Interactive/Background","4/30/2025 4:23:09 AM","0","$(@%SystemRoot%\system32\compattelrunner.exe,-501)","%windir%\system32\compattelrunner.exe ","N/A","$(@%SystemRoot%\system32\compattelrunner.exe,-503)","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","3:00:00 AM","9/1/2008","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"WINDOWSCLIENT","\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser","5/1/2025 3:30:30 AM","Ready","Interactive/Background","4/30/2025 4:23:09 AM","0","$(@%SystemRoot%\system32\compattelrunner.exe,-501)","%windir%\system32\compattelrunner.exe ","N/A","$(@%SystemRoot%\system32\compattelrunner.exe,-503)","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser","5/1/2025 3:09:21 AM","Ready","Interactive/Background","4/30/2025 4:23:09 AM","0","$(@%SystemRoot%\system32\compattelrunner.exe,-501)","%windir%\system32\compattelrunner.exe ","N/A","$(@%SystemRoot%\system32\compattelrunner.exe,-503)","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Application Experience\PcaPatchDbTask","5/1/2025 4:37:08 AM","Ready","Interactive/Background","4/30/2025 3:05:18 AM","0","Microsoft Corporation","%windir%\system32\rundll32.exe %windir%\system32\PcaSvc.dll,PcaPatchSdbTask","N/A","Updates compatibility database","Enabled","Disabled","","SYSTEM","Disabled","24:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","3:00:00 AM","9/1/2008","N/A","N/A","N/A","12 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"WINDOWSCLIENT","\Microsoft\Windows\Application Experience\PcaWallpaperAppDetect","5/1/2025 12:00:31 PM","Ready","Interactive/Background","4/28/2025 9:38:56 PM","0","Microsoft Corporation","%windir%\system32\rundll32.exe %windir%\system32\PcaSvc.dll,PcaWallpaperAppDetect","N/A","Detect 3rd party wallpaper apps","Enabled","Disabled","","INTERACTIVE","Disabled","24:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00 PM","3/1/2024","N/A","N/A","N/A","72 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"WINDOWSCLIENT","\Microsoft\Windows\Application Experience\ProgramDataUpdater","N/A","Ready","Interactive/Background","4/30/2025 9:28:42 AM","0","$(@%SystemRoot%\system32\invagent.dll,-701)","%windir%\system32\compattelrunner.exe -maintenance","N/A","$(@%SystemRoot%\system32\invagent.dll,-702)","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Application Experience\StartupAppTask","N/A","Ready","Interactive/Background","4/29/2025 10:07:39 AM","0","Microsoft Corporation","%windir%\system32\rundll32.exe Startupscan.dll,SusRunTask","N/A","Scans startup entries and raises notification to the user if there are too many startup entries.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\ApplicationData\appuriverifierdaily","N/A","Ready","Interactive/Background","4/30/2025 9:28:42 AM","0","Microsoft Corporation","%windir%\system32\AppHostRegistrationVerifier.exe ","N/A","Verifies AppUriHandler host registrations.","Enabled","Disabled","","INTERACTIVE","Disabled","00:15:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\ApplicationData\appuriverifierinstall","N/A","Ready","Interactive/Background","2/3/2025 5:21:12 PM","0","Microsoft Corporation","%windir%\system32\AppHostRegistrationVerifier.exe ","N/A","Verifies AppUriHandler host registrations.","Enabled","Disabled","","INTERACTIVE","Disabled","00:15:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\ApplicationData\CleanupTemporaryState","N/A","Ready","Interactive/Background","4/28/2025 9:51:02 PM","0","Microsoft Corporation","%windir%\system32\rundll32.exe Windows.Storage.ApplicationData.dll,CleanupTemporaryState","N/A","Cleans up each package's unused temporary files.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\ApplicationData\DsSvcCleanup","N/A","Ready","Interactive/Background","4/30/2025 9:28:42 AM","0","Microsoft Corporation","%windir%\system32\dstokenclean.exe ","N/A","Performs maintenance for the Data Sharing Service.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\AppListBackup\Backup","N/A","Ready","Interactive/Background","4/30/2025 9:28:42 AM","0","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-602)","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","Users","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\AppListBackup\BackupNonMaintenance","5/3/2025 2:44:50 AM","Ready","Interactive/Background","4/30/2025 12:43:18 AM","0","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-602)","Enabled","Disabled","","Users","Disabled","72:00:00","Scheduling data is not available in this format.","Daily ","12:00:00 AM","1/1/2022","N/A","Every 3 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","N/A","Disabled","Interactive/Background","1/31/2025 12:15:27 AM","0","N/A","%windir%\system32\rundll32.exe %windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask","N/A","N/A","Disabled","Only Start If Idle for 15 minutes, If Not Idle Retry For 15 minutes","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\AppxDeploymentClient\UCPD velocity","N/A","Ready","Interactive/Background","4/30/2025 12:17:09 PM","0","N/A","%windir%\system32\UCPDMgr.exe ","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\Autochk\Proxy","N/A","Ready","Interactive/Background","4/30/2025 11:22:01 AM","0","Microsoft Corporation","%windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations","N/A","This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program.","Enabled","Only Start If Idle for 10 minutes, If Not Idle Retry For 525600 minutes","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\BitLocker\BitLocker Encrypt All Drives","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\Bluetooth\UninstallDeviceTask","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft","BthUdTask.exe $(Arg0)","N/A","Uninstalls the PnP device associated with the specified Bluetooth service ID","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
